1.7884,1.997,5.3792,2.195,2.2854,2.1272,2.449,2.169,.32
2.6554,2.1832,3.2698,2.3794,2.2932,2.4418,2.723,2.5358,.3278
2.657,2.65,2.6094,2.4952,2.512,2.9552,2.9036,2.8222,.3744
1.8686,.4016,2.4546,1.073,.4156,2.5548,.9536,2.8512,3.0798
.1102,.1728,.8274,.442,.176,.0754,.9988,3.1618,.1604
.054,.1668,.8924,.9976,.1714,.0854,.3466,4.2574,.0804
.0552,.1442,.8188,.1292,.2242,.0738,.0772,4.0742,.0836
.059,.1402,.8734,.1226,.6094,.0644,.0648,3.896,.0732
.0586,.1672,.7778,.1124,1.2106,.0826,.07,3.556,.0816
.06,.2028,.7186,.115,.2282,.0898,.0898,3.758,.0768
.0632,.1584,.6748,1.2842,.1766,.2234,.0646,6.7102,.073
.087,.1212,.768,.1048,.2046,.052,.0448,3.6936,.0612
.0712,.1498,.5618,.1062,.2246,.05,.0428,1.829,.0586
.074,.1424,.4118,.1166,.2178,.087,.0482,.3348,.0754
.065,.1572,.481,.705,.2232,.1054,.0464,.1606,.0888
4.1508,.149,.236,.1664,.1934,.1058,.0548,.1586,.0904
6.787,.1948,.1984,.132,.1976,.0672,.1024,.2234,.0682
.0544,.1854,.2004,.1298,.3134,.0732,.0554,.3338,.1444
.0546,.1536,.0396,.1202,1.196,.068,.1566,.4956,.0644
.0564,.1232,.0406,.128,.23,.0496,.2144,.236,.0634
.0578,.1538,.0518,.8766,.225,.0814,.0928,.345,.1104
.053,.1282,.05,.1374,.2236,.073,.047,.7514,.0582
.05,.112,.047,.132,.247,.347,.0542,1.109,.0528
.0532,.1172,.0442,.1284,.2028,.0974,.0454,.6532,.077
.0512,.1388,.0464,.1228,.1418,.0386,.0458,.519,.0566
.0536,.1248,.0476,.9342,.259,.0444,.044,.7528,.053
.0522,.1438,.038,1.8122,.1488,.0444,.23,2.5022,.0524
.0528,.12,.0298,.1316,1.0104,.0432,.3032,2.032,.054
.0556,.127,.0244,.1302,.2336,.0458,.0702,1.1144,.1106
.0718,.152,.0408,.1342,.1198,.0572,.0572,.952,.0568
.746,.13,.0528,.1284,.8152,.0506,.3008,2.058,.0606
.2382,.1686,.0332,.1378,.7386,.0698,1.2542,.3468,.0736
.0532,.465,.027,.6202,.2892,.0412,1.0778,.8664,.0442
.0506,.8828,.0232,1.012,.9638,.0888,.7346,.2268,.4464
.048,1.163,.4554,1.3356,1.4298,.0444,.8016,.2548,.834
.0524,.4352,2.4984,1.4144,.2666,1.009,1.3454,.2568,.0602
.052,.1918,2.3584,1.5984,.2734,1.6578,.3746,.2856,.0448
.054,.1396,.7362,1.3124,.1272,4.4662,.0442,.303,.0406
.055,.4328,.531,.128,.3742,.717,.1374,.3306,.1326
.0482,.1442,.1772,.8164,.1178,.0444,.5414,.2228,.158
.06,.1412,.0616,.1004,.2166,.1016,.1454,.3954,.2244
.0562,.105,.0504,.1124,.2154,.0466,.0424,1.917,.1458
.044,.103,.1046,.1118,1.5214,.0458,.0392,1.3718,.0408
.056,.1398,.2886,.1112,.7696,.0528,.0392,.1878,.052
.0546,.1956,.047,.1142,.2184,.0306,.1334,.2188,.0766
.0534,.1508,.044,.6398,.2542,.1178,.1538,.5692,.0408
.0488,.1746,.0442,.5114,.1082,.041,.0638,.1664,.0408
.0524,.1744,.0448,.1234,.1044,.1342,.0346,.248,.0334
.0502,.137,.0452,.1178,.1052,.1372,.0326,.1792,.028
.0486,.122,.0514,.1178,.0972,.0552,.03,.1586,.0392
.0576,.1424,.213,.1234,.1082,.1514,.047,.3734,.0998
.0532,.1582,.0496,.1246,.131,.0534,.072,.2364,.0342
.0366,.1578,.0454,.1244,.103,.034,.0518,.1768,.0392
.039,.1508,.0476,.4152,.101,.0414,.0897,.6356,.0544
