.0147,.0147,3.4904,3.4904,3.4904,.104,.0364,.0724,.1216,.0234,.044,.104,.05,.0242,.119,.958
.0147,.0147,4.3406,4.3406,4.3406,.031,.0468,.0118,.1306,.0034,.027,.037,.0418,.025,.0656,.1428
.0147,.0147,4.3314,.0243,4.3314,.6398,.0606,1.6286,.304,.0028,.4578,.0088,.0478,.027,.0528,2.1612
.0147,.0147,.0243,.0243,5.7168,.2884,.0468,.4502,.1816,.0082,.5006,.0088,.0364,.0246,.0526,.1782
.0147,.0147,.0243,.0243,1.4256,.0322,.0306,.0124,.177,.008,.4792,.0088,.035,.0262,.0456,.0828
.0147,.0147,.0243,.0243,1.2534,.0286,1.8626,.0108,.1714,.0118,.5522,.0088,.0342,.026,.0432,.1922
.0147,.0147,.0243,.0243,.684,.3512,6.3354,.5894,.1738,.0296,1.2458,.0088,.0326,.0288,.0412,.1274
.0147,.0147,.0243,.0243,.7278,2.6936,2.5266,2.9602,.168,.0202,.8452,.0088,.037,.0286,.0378,.1018
.0147,.0147,.0243,.0243,10.4108,.5596,.5458,.542,.167,.0378,.0462,.0088,.0606,.0266,.0358,2.099
.0147,.0147,.0243,.0243,3.1888,.1438,5.7422,.124,.1622,.0416,.0108,.0088,.072,.0266,.0338,.5836
.0147,.0147,.0243,.0243,4.5366,.4608,5.7388,.964,.1546,.0426,.0116,.0088,.068,.0354,.0602,.0982
.0147,.0147,1.636,1.636,1.636,.8358,.8392,.8698,.1476,.034,.0092,.0088,.0547,.042,.226,.0356
.0147,.0147,1.4268,1.4268,1.4268,.0752,.0656,.0686,.0844,.0298,.007,.062,.0516,.6134,1.0844,.057
.0147,.0147,1.5362,1.5362,1.5362,2.503,.1602,.0814,.1118,.0238,.0076,.0632,.0496,.8134,2.1394,.9284
.438,.0147,2.142,2.142,2.142,.1586,6.3048,.1246,.1124,.0592,.0092,.112,.0566,2.8224,1.3146,1.6252
.2916,.2196,1.5392,1.5392,1.5392,.5856,6.7592,.348,.4494,.1966,.0328,.3874,.0528,3.7142,1.1886,1.9456
1.9228,1.9228,1.7402,1.7402,1.7402,1.4098,3.6594,.5926,.1492,.1096,.0718,.4632,.0552,2.0182,1.3114,2.803
2.5638,2.5638,2.2954,2.2954,2.2954,.6396,18.0938,.4788,.2192,.4154,.0544,.4026,.0606,.9066,2.35,3.4306
2.7346,2.7346,1.5846,1.5846,1.5846,.4486,15.4458,.665,.3524,.2204,.0998,.3618,.0654,1.1704,1.655,2.8528
2.471,2.471,1.6556,1.6556,1.6556,.4832,1.4388,.3574,.2544,15.2574,.1042,.0616,.0696,.2556,1.0724,1.9934
1.5138,1.5138,1.158,1.158,1.158,.3754,2.4632,.418,.1886,10.168,.2118,.064,.0728,.9382,1.7624,4.6738
1.1676,1.1676,1.216,1.216,1.216,.6394,3.3494,.6314,.0936,.0458,.1374,.073,.0758,1.18,1.684,2.827
1.1908,1.1908,2.6554,2.6554,2.6554,.8326,.8076,.906,.0484,.0922,.0598,.074,.0768,.656,1.1762,1.3768
1.3582,1.3582,1.2198,1.2198,1.2198,.7542,.028,.697,.1182,35.086,.0192,.0832,.0788,.7428,3.3954,.384
1.939,1.939,1.0596,1.0596,1.0596,.9504,.9376,1.0324,.0672,.0758,.1604,.543,.0464,1.12,2.1294,2.2836
1.561,1.561,1.297,1.297,1.297,.6144,10.3584,4.4356,.3424,.0674,.125,.5846,.0392,.753,1.8912,.6526
1.0076,1.0076,2.9254,2.9254,2.9254,.4328,38.0598,.4696,.4692,.0722,.0216,.5542,.044,.9768,1.1898,2.0096
1.0858,1.0858,9.5222,9.5222,9.5222,.3086,2.5426,.2184,.1902,.0698,.0178,.4232,.0422,1.0248,.9322,.2418
1.1592,1.1592,.2532,.2532,.2532,.3036,21.4528,.344,.007,.0706,.0174,.1348,.04,.706,.7688,1.5318
